,id,name,name_scientific,description,itis_id,wikipedia_id,wikipedia_id.1,picture_content_type,picture_file_size,picture_updated_at,legacy_id,food_group,food_subgroup,food_type,created_at,updated_at,creator_id,updater_id,export_to_afcdb,category,ncbi_taxonomy_id,export_to_foodb
99,100,Lovage,Levisticum officinale,"Lovage , Levisticum officinale, is a tall perennial plant, the sole species in the genus Levisticum in the family Apiaceae, subfamily Apioideae, tribe Apieae.
The leaves can be used in salads, or to make soup or season broths, and the roots can be eaten as a vegetable or grated for use in salads. Its flavor and smell is somewhat similar to celery. Lovage tea can be applied to wounds as an antiseptic, or drunk to stimulate digestion. The seeds can be used as a spice, similar to fennel seeds. In the UK, an alcoholic lovage cordial is traditionally mixed with brandy in the ratio of 2:1 as a winter drink. In Romania, the leaves are the preferred seasoning for the various local broths, much more so than parsley or dill. Lovage is third in its quercetin content, behind tea and capers",29673.0,Lovage,100.jpg,image/jpeg,36752.0,2012-04-20 09:37:11 UTC,107.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,48042.0,True
100,101,Flaxseed,Linum usitatissimum,"Flax (also known as common flax or linseed) is a member of the genus Linum in the family Linaceae. It is a food and fibre crop that is grown in cooler regions of the world. Flax fibres are taken from the stem of the plant and are two to three times as strong as those of cotton. As well, flax fibres are naturally smooth and straight. Europe and North America depended on flax for cloth until the nineteenth century, when cotton overtook flax as the most common plant used for making linen paper. Flax is grown on the Canadian Praires for linseed oil, which is used as a drying oil in paints and varnish and in products such as linoleum and printing inks. It is native to the region extending from the eastern Mediterranean to India and was probably first domesticated in the Fertile Crescent. Flax was extensively cultivated in ancient Ethiopia and ancient Egypt. A discovery reported in 2009 of spun, dyed, and knotted wild flax fibers in a prehistoric cave in the Republic of Georgia shows that the plant was already in use by humans at the surprisingly early date of 30,000 B.C. New Zealand flax is not related to flax but was named after it, as both plants are used to produce fibers.",29226.0,Flax,101.jpg,image/jpeg,106535.0,2012-04-20 09:44:20 UTC,108.0,Herbs and Spices,Oilseed crops,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,4006.0,True
101,102,Mexican oregano,Lippia graveolens,"Lippia graveolens, a species of flowering plant in the verbena family, Verbenaceae, is native to the southwestern United States (Texas and southern New Mexico), Mexico, and Central America as far south as Nicaragua. Common names include Mexican oregano, redbrush lippia, or��gano Cimmaron, scented lippia, and scented matgrass.
The essential oil of Lippia graveolens contains 0-81% thymol, 0-48% carvacrol, 3-30% para-cymene, and 0-15% eucalyptol. The first two components give the plant a flavor similar to oregano, and the leaves are widely used as an herb in Mexico and Central America.",32068.0,Mexican_oregano,102.jpg,image/jpeg,88360.0,2012-04-20 09:38:17 UTC,109.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:20 UTC,2015-10-02 21:24:40 UTC,,,False,specific,,True
102,103,Lichee,Litchi chinensis,"The lychee (Litchi chinensis) (Chinese: ??; pinyin: l�� zh?) is the sole member of the genus Litchi in the soapberry family, Sapindaceae. It is a tropical and subtropical fruit tree native to the Guangdong and Fujian provinces of China, and now cultivated in many parts of the world. The fresh fruit has a ""delicate, whitish pulp"" with a floral smell and a fragrant, sweet flavor. Since this perfume-like flavor is lost in the process of canning, the fruit is usually eaten fresh.",503504.0,Lichee,103.jpg,image/jpeg,970479.0,2012-04-20 09:38:37 UTC,110.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,151069.0,True
103,104,Lupine,Lupinus,"Lupinus, commonly known as lupin or lupine (North America), is a genus of flowering plants in the legume family, Fabaceae. The genus includes over 200 species, with centers of diversity in North and South America. Smaller centers occur in North Africa and the Mediterranean. Seeds of various species of lupins have been used as a food for over 3000 years around the Mediterrranean (Gladstones, 1970) and for as much as 6000 years in the Andean highlands (Uauy et al., 1995), but never have they been accorded the same status as soybeans or dry peas and other pulse crops. The pearl lupin of the Andean highlands of South America, Lupinus mutabilis, known locally as tarwi or chocho, was extensively cultivated, but there seems to have been no conscious genetic improvement other than to select for larger and water-permeable seeds. Users soaked the seed in running water to remove most of the bitter alkaloids and then cooked or toasted the seeds to make them edible (Hill, 1977; Aguilera and Truer, 1978), or else boiled and dried them to make kirku (Uauy et al., 1995). However, Spanish domination led to a change in the eating habits of the indigenous peoples, and only recently has interest in using lupins as a food been renewed (Hill, 1977).",25916.0,Lupin,104.jpg,image/jpeg,254355.0,2012-04-20 09:28:54 UTC,111.0,Pulses,Other pulses,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,3869.0,True
104,105,Apple,Malus pumila,"The apple is the pomaceous fruit of the apple tree, species Malus domestica in the rose family. It is one of the most widely cultivated tree fruits, and the most widely known of the many members of genus Malus that are used by humans. Apples grow on small, deciduous trees. The tree originated in Central Asia, where its wild ancestor, Malus sieversii, is still found today. Apples have been grown for thousands of years in Asia and Europe, and were brought to North America by European colonists. Apples have been present in the mythology and religions of many cultures, including Norse, Greek and Christian traditions. In 2010, the fruit's genome was decoded, leading to new understandings of disease control and selective breeding in apple production. There are more than 7,500 known cultivars of apples, resulting in a range of desired characteristics. Different cultivars are bred for various tastes and uses, including in cooking, fresh eating and cider production. Domestic apples are generally propagated by grafting, although wild apples grow readily from seed. Trees are prone to a number of fungal, bacterial and pest problems, which can be controlled by a number of organic and non-organic means. About 69��million tonnes of apples were grown worldwide in 2010, and China produced almost half of this total. The United States is the second-leading producer, with more than 6% of world production. Turkey is third, followed by Italy, India and Poland. Apples are often eaten raw, but can also be found in many prepared foods (especially desserts) and drinks. Many beneficial health effects have been found from eating apples; however, two forms of allergies are seen to various proteins found in the fruit.",25262.0,Apple,105.jpg,image/jpeg,86997.0,2012-04-20 09:44:31 UTC,112.0,Fruits,Pomes,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,283210.0,True
105,106,Mango,Mangifera indica,"The mango is a fleshy stone fruit belonging to the genus Mangifera, consisting of numerous tropical fruiting trees in the flowering plant family Anacardiaceae. The mango is native to South Asia, from where it has been distributed worldwide to become one of the most cultivated fruits in the tropics. While other Mangifera species (e.g. horse mango, M. foetida) are also grown on a more localized basis, Mangifera indica ��� the 'common mango' or 'Indian mango' ��� is the only mango tree commonly cultivated in many tropical and subtropical regions. It is the national fruit of India, Philippines and Pakistan. In several cultures, its fruit and leaves are ritually used as floral decorations at weddings, public celebrations and religious ceremonies.",28803.0,Mango,106.jpg,image/jpeg,87179.0,2012-04-20 09:35:50 UTC,113.0,Fruits,Tropical fruits,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,29780.0,True
106,107,German camomile,Matricaria recutita,"Matricaria chamomilla, commonly known as chamomile (also spelled camomile), German chamomile, Hungarian chamomile, wild chamomile or scented mayweed, is an annual plant of the composite family Asteraceae. M. chamomilla is the most popular source of the herbal product chamomile, although other species are also used as chamomile.",38079.0,Matricaria chamomilla,107.jpg,image/jpeg,69315.0,2012-04-20 09:29:48 UTC,114.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,127986.0,True
107,108,Lemon balm,Melissa officinalis,"Lemon balm (Melissa officinalis), not to be confused with bee balm (which is genus Monarda), is a perennial herb in the mint family Lamiaceae, native to southern Europe and the Mediterranean region. It grows to 70���150��cm tall. The leaves have a gentle lemon scent, related to mint. During summer, small white flowers full of nectar appear. These attract bees, hence the genus name Melissa (Greek for 'honey bee'). Its flavour comes from citronellal (24%), geranial (16%), linalyl acetate (12%) and caryophyllene (12%).",32565.0,Melissa officinalis,108.jpg,image/jpeg,30057.0,2012-04-20 09:33:54 UTC,115.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,39338.0,True
108,109,Mentha (Mint),Mentha,"Mentha (also known as Mint, from Greek m�_ntha, Linear B mi-ta) is a genus of flowering plants in the family Lamiaceae (mint family). The species are not clearly distinct and estimates of the number of species varies from 13 to 18. Hybridization between some of the species occurs naturally. Many other hybrids as well as numerous cultivars are known in cultivation. The genus has a subcosmopolitan distribution across Europe, Africa, Asia, Australia, and North America. Mints are aromatic, almost exclusively perennial, rarely annual, herbs. They have wide-spreading underground and overground stolons and erect, square, branched stems. The leaves are arranged in opposite pairs, from oblong to lanceolate, often downy, and with a serrate margin. Leaf colors range from dark green and gray-green to purple, blue, and sometimes pale yellow. The flowers are white to purple and produced in false whorls called verticillasters. The corolla is two-lipped with four subequal lobes, the upper lobe usually the largest. The fruit is a small, dry capsule containing one to four seeds. While the species that make up the Mentha genus are widely distributed and can be found in many environments, most Mentha grow best in wet environments and moist soils. Mints will grow 10?120 cm tall and can spread over an indeterminate area. Due to their tendency to spread unchecked, mints are considered invasive.",32264.0,Mentha,109.jpg,image/jpeg,161559.0,2012-04-20 09:35:56 UTC,116.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,21819.0,True
109,110,Orange mint,Mentha aquatica,"Mentha citrata (Ehrh.) (syn. Mentha � piperita L. var. citrata (Ehrh.) Briq.; syn. Mentha aquatica var. citrata (Ehrh.) Benth.; syn. Mentha odorata Sole, Mentha adspersa Moench) is an herb. It is also known as Bergamot mint, Eau-de-cologne Mint, Horsemint, Lemon Mint, Lime Mint, Orange Mint, Pineapple Mint, Su Nanesi, Water Mint, Wild Water Mint, and in Central America Yerba Buena.
This herb has a characteristic lemon odor when crushed. It is sometimes used to make a tea similar to lemonade.
A tea made from the fresh or dried leaves has traditionally been used:
-For stomach aches, nausea, parasites and other digestive disorders,
-For nerves and sick stomach, and
-For fevers and headaches.
The leaves and flowering plant have analgesic, antiseptic, antispasmodic, carminative, cholagogic, diaphoretic, and vasodilator properties. Like other members of the genus Mentha, it is best not used by pregnant women because large doses can cause miscarriage.",32268.0,Mentha_citrata,110.jpg,image/jpeg,76313.0,2012-04-20 09:39:00 UTC,117.0,Herbs and Spices,Herbs,Type 1,2011-02-09 00:37:20 UTC,2017-03-20 21:26:24 UTC,,,False,specific,190902.0,True
